instruction,category,intent
obtener factura de nombre_persona,INVOICE,get_invoice
necesito ayuda para cambiar un artículo de compra numero_pedido,ORDER,change_order
necesito cancelar la suscripción al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
asistencia para verificar la fecha estimada de entrega de la compra numero_pedido,ORDER,track_order
puedes ayudarme a comprar algunos de tus artículos,ORDER,place_order
llamo para enviar comentarios sobre sus servicios,FEEDBACK,review
ayuda para restaurar la clave de acceso a mi cuenta de usuario,ACCOUNT,recover_password
necesitas ayuda para comprobar tu maldita garantía de devolución de dinero,REFUND,check_refund_policy
quiero suscribirme a su boletín informativo corporativo,SUBSCRIPTION,newsletter_subscription
no sé cómo puedo dejar mi opinión sobre sus servicios,FEEDBACK,review
necesito ayuda para solicitar el reembolso de mi dinero,REFUND,get_refund
asistencia para echar un vistazo rápido a la factura n 12588,INVOICE,check_invoice
no sé qué hacer para consultar las tarifas de salida anticipada,CANCEL,check_cancellation_fee
tengo que revisar la factura n 37777 me pueden ayudar,INVOICE,check_invoice
agregar artículo a la compra numero_pedido,ORDER,change_order
podría obtener mi factura de nombre_persona,INVOICE,get_invoice
cancelar pedido numero_pedido,ORDER,cancel_order
viendo factura de nombre_persona,INVOICE,check_invoice
es necesario notificar un problema con los registros,ACCOUNT,registration_problems
nueva cuenta platino,ACCOUNT,create_account
cómo puedo conseguir algunos artículos,ORDER,place_order
quiero ayuda para abrir una cuenta tipo_cuenta,ACCOUNT,create_account
quiero ayuda para modificar las direcciones de envío,SHIPPING,change_shipping_address
no sé qué debo hacer para cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account
no sé cómo reportar problemas con un registro,ACCOUNT,registration_problems
quiero ayuda para enviar mis comentarios sobre sus servicios,FEEDBACK,review
dónde puedo crear una cuenta freemium,ACCOUNT,create_account
tengo que editar la dirección necesito ayuda,SHIPPING,change_shipping_address
cómo puedo presentar una queja como consumidor,FEEDBACK,complaint
necesito ayuda para hacer un pedido,ORDER,place_order
cómo puedo presentar una maldita reclamación como consumidor,FEEDBACK,complaint
necesito ayuda para comprobar en qué casos puedo solicitar reembolsos,REFUND,check_refund_policy
necesito ver los métodos de envío me pueden ayudar,DELIVERY,delivery_options
necesito ver el estado actual de la compra numero_pedido,ORDER,track_order
no necesito la cuenta tipo_cuenta tengo que eliminarla,ACCOUNT,delete_account
qué debo hacer para localizar la factura de nombre_persona,INVOICE,check_invoice
quiero contactar con una persona,CONTACT,contact_human_agent
me gustaría usar el perfil premium necesito ayuda,ACCOUNT,switch_account
es posible crear una cuenta estándar,ACCOUNT,create_account
tengo que reportar problemas con un registro,ACCOUNT,registration_problems
informar de problemas con los pagos en línea,PAYMENT,payment_issue
podrías ayudarme a comprobar la penalización por rescisión del contrato,CANCEL,check_cancellation_fee
muéstrame en qué circunstancias puedo solicitar un reembolso,REFUND,check_refund_policy
necesito comprobar cuándo va a llegar mi artículo,DELIVERY,delivery_period
necesito ayuda para verificar el estado de la restitución,REFUND,track_refund
dónde puedo darme de baja del maldito boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
intento cambiar mi dirección de envío,SHIPPING,change_shipping_address
me gustaría notificarles sobre problemas con el registro,ACCOUNT,registration_problems
necesito ayuda para saber cuánto tiempo tardan los reembolsos,REFUND,check_refund_policy
olvidé el pin de mi perfil puedo recuperarlo,ACCOUNT,recover_password
quiero editar el pedido numero_pedido ayúdenme,ORDER,change_order
qué debo hacer para hablar con un operador,CONTACT,contact_human_agent
tengo que ver cuándo puedo esperar mi paquete,DELIVERY,delivery_period
no sé qué debo hacer para obtener varios artículos,ORDER,place_order
ayuda para saber cuánto tarda en llegar mi paquete,DELIVERY,delivery_period
hable con un asistente,CONTACT,contact_human_agent
necesito ayuda para ver el cargo por cancelación,CANCEL,check_cancellation_fee
quiero ponerme en contacto con el servicio de atención al cliente me pueden ayudar,CONTACT,contact_customer_service
necesito ayuda para presentar una queja como consumidor,FEEDBACK,complaint
no sé cómo cambiar a la cuenta pro,ACCOUNT,switch_account
quiero ayuda para crear una cuenta premium para mi prometido,ACCOUNT,create_account
corrección de datos en la cuenta de oro,ACCOUNT,edit_account
nueva cuenta tipo_cuenta,ACCOUNT,create_account
es posible utilizar el perfil dorado,ACCOUNT,switch_account
me gustaría saber si hay alguna novedad sobre el reembolso,REFUND,track_refund
dónde puedo abrir una cuenta estándar,ACCOUNT,create_account
quiero ayuda para comprobar en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy
ayuda para ver su política de reembolso,REFUND,check_refund_policy
abrir una cuenta de tipo_cuenta,ACCOUNT,create_account
tengo que consultar las opciones de envío me ayudas,DELIVERY,delivery_options
no puedo restablecer mi clave de acceso al perfil,ACCOUNT,recover_password
no sé qué tengo que hacer para ganar un producto,ORDER,place_order
tengo que comprobar vuestra garantía de devolución de dinero cómo se hace,REFUND,check_refund_policy
tengo que presentar una queja,FEEDBACK,complaint
actualizar información en la cuenta pro,ACCOUNT,edit_account
necesito crear una cuenta de tipo_cuenta para mi prometido,ACCOUNT,create_account
quiero ayuda con mi registro,ACCOUNT,registration_problems
tengo que restablecer la contraseña de mi usuario,ACCOUNT,recover_password
necesito ayuda para darme de baja de su boletín informativo corporativo,SUBSCRIPTION,newsletter_subscription
estoy esperando un reembolso de monto_reembolso dólares,REFUND,track_refund
ayúdenme a comprobar cuánto tiempo tardan los reembolsos,REFUND,check_refund_policy
cancelando pedido numero_pedido,ORDER,cancel_order
quiero saber sobre la suscripción al boletín informativo de mi empresa,SUBSCRIPTION,newsletter_subscription
necesito ayuda para resolver problemas con los pagos en línea,PAYMENT,payment_issue
puedo echar un vistazo rápido a la factura n 00108,INVOICE,check_invoice
quiero ayuda para saber en qué situaciones puedo solicitar reembolsos,REFUND,check_refund_policy
no sé cómo puedo cambiar a la cuenta tipo_cuenta,ACCOUNT,switch_account
necesito ayuda para ver qué métodos de envío puedo elegir,DELIVERY,delivery_options
intento cambiar varios artículos del pedido numero_pedido,ORDER,change_order
puedo cambiar algo de la compra numero_pedido,ORDER,change_order
puedes ayudarme a cancelar mi cuenta freemium,ACCOUNT,delete_account
quiero ayuda para notificar errores con el pago,PAYMENT,payment_issue
por qué no puedo ingresar una dirección de envío diferente válida,SHIPPING,set_up_shipping_address
quiero ayuda para cambiar un producto del pedido numero_pedido,ORDER,change_order
es posible hablar con alguien,CONTACT,contact_human_agent
qué debo hacer para adquirir un artículo,ORDER,place_order
podrías ayudarme a hablar con el servicio de atención al cliente,CONTACT,contact_customer_service
ayúdenme a comprobar en qué casos puedo solicitar reembolsos,REFUND,check_refund_policy
tengo un problema con la actualización de la dirección de entrega,SHIPPING,change_shipping_address
ayuda para comprobar en qué horario puedo contactar con el servicio de atención al cliente,CONTACT,contact_customer_service
qué debo hacer para descargar las facturas de nombre_persona,INVOICE,get_invoice
problemas al introducir una dirección de entrega diferente,SHIPPING,set_up_shipping_address
dónde puedo consultar el horario de atención al cliente,CONTACT,contact_customer_service
realizar envíos a ciudad_entrega,DELIVERY,delivery_options
estoy buscando el plazo de envío dónde puedo encontrarlo,DELIVERY,delivery_period
necesitas ayuda para crear una cuenta de tipo_cuenta,ACCOUNT,create_account
cómo puedo configurar la dirección de envío secundaria,SHIPPING,set_up_shipping_address
problema con la cancelación de mi cuenta pro,ACCOUNT,delete_account
puedo consultar el horario de atención al cliente,CONTACT,contact_customer_service
qué tengo que hacer para presentar una maldita reclamación como cliente,FEEDBACK,complaint
necesitas ayuda para listar tus métodos de pago disponibles,PAYMENT,check_payment_methods
estoy intentando encontrar información sobre cómo modificar la dirección,SHIPPING,change_shipping_address
tengo una pregunta sobre la eliminación de mi cuenta tipo_cuenta,ACCOUNT,delete_account
quiero ayuda para reportar un error con los pagos,PAYMENT,payment_issue
tengo problemas con la cancelación de una cuenta tipo_cuenta,ACCOUNT,delete_account
necesito ayuda para introducir otra dirección de entrega,SHIPPING,set_up_shipping_address
espero un reembolso de monto_reembolso dólares,REFUND,track_refund
problema al corregir la compra numero_pedido,ORDER,change_order
tengo que cancelar la compra numero_pedido,ORDER,cancel_order
ayuda para dejar una reseña,FEEDBACK,review
no estoy satisfecho con su trabajo quiero presentar una reclamación como consumidor,FEEDBACK,complaint
ayuda para comprobar el estado de la compra numero_pedido,ORDER,track_order
tengo que restaurar mi contraseña de usuario,ACCOUNT,recover_password
no sé cómo puedo comunicarme con el servicio al cliente,CONTACT,contact_customer_service
editar pedido numero_pedido,ORDER,change_order
sería posible llamar al servicio de atención al cliente,CONTACT,contact_customer_service
no sé qué hacer para obtener una compensación,REFUND,get_refund
tengo que ver la factura n 85632 necesito ayuda,INVOICE,check_invoice
no sé cómo cambiar a la cuenta estándar,ACCOUNT,switch_account
asistencia para ver sus opciones de pago disponibles,PAYMENT,check_payment_methods
no sé qué hacer para encontrar mi factura de nombre_persona,INVOICE,check_invoice
envíenles la factura 37777,INVOICE,get_invoice
o puedes realizar la entrega en ciudad_entrega,DELIVERY,delivery_options
necesito ayuda para saber en qué horario puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
necesito ayuda para suscribirme al boletín informativo,SUBSCRIPTION,newsletter_subscription
no sé cómo hablar con un operador,CONTACT,contact_human_agent
no sé qué debo hacer para reportar errores al registrarme,ACCOUNT,registration_problems
quiero añadir un producto a mi pedido podrían ayudarme,ORDER,change_order
quiero ayuda para cancelar el pedido numero_pedido,ORDER,cancel_order
tengo que comprobar el estado de mi suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription
ayuda para saber en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy
ayúdenme a comprobar en qué casos puedo solicitar reembolsos,REFUND,check_refund_policy
asistencia para verificar la fecha estimada de entrega de la compra numero_pedido,ORDER,track_order
no sé qué tengo que hacer para hablar con una persona,CONTACT,contact_human_agent
estoy esperando la restitución de simbolo_moneda monto_reembolso,REFUND,track_refund
tengo que saber cuándo puedo esperar el artículo,DELIVERY,delivery_period
quiero ayuda para comprar un artículo,ORDER,place_order
podrías ayudarme a echar un vistazo rápido a la factura n 12588,INVOICE,check_invoice
actualizar detalles en la cuenta tipo_cuenta,ACCOUNT,edit_account
cómo puedo cancelar la cuenta de tipo_cuenta,ACCOUNT,delete_account
me gustaría pedir algunos de sus artículos cómo podría hacerlo,ORDER,place_order
la nueva dirección de entrega no es válida me puedes ayudar,SHIPPING,set_up_shipping_address
puedes ayudarme a contactar con un asistente,CONTACT,contact_human_agent
quiero ayuda para notificar un problema con los pagos,PAYMENT,payment_issue
puedo eliminar algún artículo del pedido numero_pedido,ORDER,change_order
puedo abrir una cuenta de tipo_cuenta,ACCOUNT,create_account
necesito ayuda para agregar un artículo al pedido numero_pedido,ORDER,change_order
cómo recibir una compensación por mi dinero,REFUND,get_refund
quiero ayuda para configurar la dirección de entrega secundaria,SHIPPING,set_up_shipping_address
es posible cambiar la dirección de entrega,SHIPPING,change_shipping_address
pudate tipo_cuenta cuenta,ACCOUNT,edit_account
actualizando datos en la cuenta tipo_cuenta,ACCOUNT,edit_account
tengo que ver qué métodos de entrega hay,DELIVERY,delivery_options
necesito editar mi usuario cómo puedo hacerlo,ACCOUNT,edit_account
tengo un problema al cancelar el pedido numero_pedido,ORDER,cancel_order
tengo que comprar un maldito artículo cómo lo hago,ORDER,place_order
necesito ayuda para comprar varios artículos,ORDER,place_order
no sé qué hacer para cerrar una cuenta platino,ACCOUNT,delete_account
ayúdame a comprobar las penalizaciones por retirada,CANCEL,check_cancellation_fee
podría darme más información sobre los métodos de entrega,DELIVERY,delivery_options
no puedo hablar con un maldito agente en vivo,CONTACT,contact_human_agent
cómo presentar una reclamación de un cliente contra su organización,FEEDBACK,complaint
podrías ayudarme a darme de baja del boletín informativo de tu empresa,SUBSCRIPTION,newsletter_subscription
notificar problemas con los pagos en línea,PAYMENT,payment_issue
reembolsando monto_reembolso dólares,REFUND,get_refund
cómo puedo cambiar un producto del pedido numero_pedido,ORDER,change_order
ayúdenme a darme de baja del boletín informativo de su empresa,SUBSCRIPTION,newsletter_subscription
no sé qué hacer para obtener mis facturas de nombre_persona,INVOICE,get_invoice
tengo que comprobar el estado del pedido numero_pedido,ORDER,track_order
qué debo hacer para notificar un problema con un registro,ACCOUNT,registration_problems
tengo problemas al intentar modificar mi dirección,SHIPPING,change_shipping_address
restaurar la contraseña de mi usuario,ACCOUNT,recover_password
editando detalles en la cuenta gold,ACCOUNT,edit_account
ya no puedo permitirme comprar numero_pedido,ORDER,cancel_order
tengo que echar un vistazo rápido a mi factura de nombre_persona,INVOICE,check_invoice
existe alguna dirección para enviar una opinión sobre un servicio,FEEDBACK,review
presentar una reclamación de consumidor contra su empresa,FEEDBACK,complaint
quiero informar de un error de registro cómo puedo hacerlo,ACCOUNT,registration_problems
no sé cómo puedo crear una cuenta tipo_cuenta,ACCOUNT,create_account
ayuda para ver la fecha estimada de llegada del pedido numero_pedido,ORDER,track_order
necesito ayuda para ver las opciones de pago permitidas,PAYMENT,check_payment_methods
puedes ayudarme a comprar varios de tus productos,ORDER,place_order
ayuda para saber a qué hora puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
no sé qué tengo que hacer para contactar a una persona,CONTACT,contact_human_agent
tengo que notificar un problema con el registro,ACCOUNT,registration_problems
no sé qué hacer para descargar la factura n 00108,INVOICE,get_invoice
me gustaría recibir información sobre la cancelación de mi cuenta gold,ACCOUNT,delete_account
necesito ayuda para descargar mi factura n 00108,INVOICE,get_invoice
no sé qué tengo que hacer para descargar mi factura n 12588,INVOICE,get_invoice
necesito revisar su política de reembolso ayúdenme,REFUND,check_refund_policy
tengo una pregunta sobre cómo abrir cuentas de tipo_cuenta,ACCOUNT,create_account
quiero suscribirme al boletín informativo,SUBSCRIPTION,newsletter_subscription
cómo puedo cancelar una cuenta platino,ACCOUNT,delete_account
podrías ayudarme a localizar las facturas de nombre_persona,INVOICE,check_invoice
no sé cómo dejar un comentario sobre un producto,FEEDBACK,review
dónde puedo recuperar el código pin de mi cuenta de usuario,ACCOUNT,recover_password
compré el mismo artículo dos veces cancelar pedido numero_pedido,ORDER,cancel_order
no puedo agregar algunos artículos al pedido numero_pedido,ORDER,change_order
necesito ayuda para notificar problemas con un registro,ACCOUNT,registration_problems
necesito ayuda para chatear con un agente,CONTACT,contact_human_agent
quiero ayuda para modificar la dirección,SHIPPING,change_shipping_address
necesito llamar al servicio de atención al cliente cómo lo hago,CONTACT,contact_customer_service
quiero ayuda para ver el estado actual de la restitución,REFUND,track_refund
existe alguna dirección para enviar una opinión sobre sus productos,FEEDBACK,review
puedes ayudarme a cancelar la compra numero_pedido,ORDER,cancel_order
no puedo pagar este artículo puedo cancelar el pedido numero_pedido,ORDER,cancel_order
necesito ayuda para recuperar el código pin de mi cuenta de usuario,ACCOUNT,recover_password
puedes ayudarme a cambiar varios productos del pedido numero_pedido,ORDER,change_order
tengo que editar mi maldito usuario cómo puedo hacerlo,ACCOUNT,edit_account
necesito ayuda para conseguir las malditas facturas de nombre_persona,INVOICE,get_invoice
cómo puedo informar sobre problemas con el pago en línea,PAYMENT,payment_issue
necesito ayuda para saber en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy
estoy intentando hacer un pedido de alguno de sus productos,ORDER,place_order
puedo enviar comentarios sobre un producto,FEEDBACK,review
ayuda para usar el perfil estándar,ACCOUNT,switch_account
tengo que escribir una opinión para su empresa,FEEDBACK,review
puedo eliminar un maldito artículo del pedido numero_pedido,ORDER,change_order
tengo que crear una cuenta tipo_cuenta,ACCOUNT,create_account
tengo que suscribirme al boletín informativo necesito ayuda,SUBSCRIPTION,newsletter_subscription
corrección de información en la cuenta freemium,ACCOUNT,edit_account
tengo que comprobar qué métodos de envío ofrecen,DELIVERY,delivery_options
puedes ayudarme a recuperar mi contraseña de perfil de usuario,ACCOUNT,recover_password
verifique el estado actual de la compra numero_pedido,ORDER,track_order
necesito cambiar a la maldita cuenta gold podrías ayudarme,ACCOUNT,switch_account
no sé cómo puedo presentar una reclamación contra su empresa,FEEDBACK,complaint
me gustaría configurar la nueva dirección de envío necesito ayuda,SHIPPING,set_up_shipping_address
qué debo hacer para configurar mi dirección de entrega,SHIPPING,set_up_shipping_address
cancelar compra numero_pedido,ORDER,cancel_order
necesito ver la fecha estimada de entrega de la compra numero_pedido puedes ayudarme,ORDER,track_order
quiero ayuda para ganar un producto,ORDER,place_order
cuál es su número de teléfono de atención al cliente,CONTACT,contact_customer_service
no sé cómo ver qué métodos de entrega tengo,DELIVERY,delivery_options
ayuda para cambiar mi dirección de envío,SHIPPING,change_shipping_address
no sé qué tengo que hacer para eliminar una maldita cuenta tipo_cuenta,ACCOUNT,delete_account
necesito información sobre la cancelación de una cuenta de oro,ACCOUNT,delete_account
cómo recupero mi contraseña,ACCOUNT,recover_password
no necesito la cuenta tipo_cuenta puedo cerrarla,ACCOUNT,delete_account
podrías ayudarme a realizar un pedido,ORDER,place_order
tengo que cambiar la información de mi cuenta de usuario necesito ayuda,ACCOUNT,edit_account
espero un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
necesito ayuda para descargar la factura,INVOICE,get_invoice
no sé cómo puedo hablar con alguien,CONTACT,contact_human_agent
intento presentar una reclamación como consumidor contra su empresa,FEEDBACK,complaint
no sé qué debo hacer para presentar una reclamación como consumidor,FEEDBACK,complaint
problemas para configurar una dirección de envío secundaria,SHIPPING,set_up_shipping_address
dónde puedo consultar a qué hora puedo llamar al servicio de atención al cliente,CONTACT,contact_customer_service
no sé qué hacer para reportar problemas con el pago en línea,PAYMENT,payment_issue
no sé qué hacer para cambiar a la cuenta estándar,ACCOUNT,switch_account
puedo descargar mi factura de nombre_persona,INVOICE,get_invoice
dónde puedo ver el cargo por salida anticipada,CANCEL,check_cancellation_fee
restaurar la contraseña de mi perfil de usuario,ACCOUNT,recover_password
quiero ayuda para solicitar el reembolso de mi dinero,REFUND,get_refund
tienes alguna dirección de correo electrónico para ponerte en contacto con el servicio de atención al cliente,CONTACT,contact_customer_service
necesito ayuda para configurar mi nueva dirección de entrega,SHIPPING,set_up_shipping_address
no sé cómo consultar su política de reembolso,REFUND,check_refund_policy
asistencia para informar sobre un problema con un registro,ACCOUNT,registration_problems
no sé qué tengo que hacer para exigir que me devuelvan mi dinero,REFUND,get_refund
necesito ayuda para enviar una dirección de envío diferente,SHIPPING,set_up_shipping_address
tengo que dejar un maldito comentario podrían ayudarme,FEEDBACK,review
ayúdame a modificar la dirección,SHIPPING,change_shipping_address
encuentra las facturas de nombre_persona,INVOICE,check_invoice
podrías ayudarme a hablar con el servicio de atención al cliente,CONTACT,contact_customer_service
en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy
quiero ayuda para cancelar la suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription
necesito ayuda para dejar mi opinión sobre un servicio,FEEDBACK,review
estoy esperando una compensación de monto_reembolso dólares,REFUND,track_refund
tengo que ganar varios productos cómo puedo hacerlo,ORDER,place_order
no sé qué hacer para presentar una queja,FEEDBACK,complaint
hay problemas al intentar cambiar mi dirección de entrega,SHIPPING,change_shipping_address
no sé qué hacer para obtener la factura n 00108,INVOICE,get_invoice
intento informar sobre problemas con el pago,PAYMENT,payment_issue
qué debo hacer para consultar mi factura n 00108,INVOICE,check_invoice
no sé qué hacer para comprar algunos artículos,ORDER,place_order
corrigiendo detalles en la cuenta tipo_cuenta,ACCOUNT,edit_account
revisa mi factura de nombre_persona,INVOICE,check_invoice
tengo que conseguir la factura 85632 me ayudarás,INVOICE,get_invoice
tienes una dirección de correo electrónico para contactar con el servicio de atención al cliente,CONTACT,contact_customer_service
necesito ayuda para obtener la factura n 00108,INVOICE,get_invoice
abrir una nueva cuenta tipo_cuenta para mi hija,ACCOUNT,create_account
tengo que darme de baja del boletín ayúdenme,SUBSCRIPTION,newsletter_subscription
tengo que enumerar los métodos de pago permitidos,PAYMENT,check_payment_methods
recibir facturas de nombre_persona,INVOICE,get_invoice
necesito ayuda para modificar mi dirección,SHIPPING,change_shipping_address
ayúdenme a comprobar qué horario tiene disponible el servicio de atención al cliente,CONTACT,contact_customer_service
qué necesito hacer para crear una cuenta de tipo_cuenta,ACCOUNT,create_account
quiero reportar un problema con el pago en línea,PAYMENT,payment_issue
puedo suscribirme al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
tengo que suscribirme al boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
necesito cerrar una cuenta tipo_cuenta,ACCOUNT,delete_account
ayúdame a ver cuánto tarda la entrega en llegar,DELIVERY,delivery_period
no sé qué hacer para configurar mi dirección de envío,SHIPPING,set_up_shipping_address
necesitas ayuda para echar un vistazo rápido a la factura n 85632,INVOICE,check_invoice
tengo problemas con la recuperación de mi clave,ACCOUNT,recover_password
ayúdame a usar el perfil de tipo_cuenta,ACCOUNT,switch_account
necesito ayuda para comprobar qué opciones de pago están permitidas,PAYMENT,check_payment_methods
tengo que ver cuándo puedo esperar mi artículo,DELIVERY,delivery_period
qué debo hacer para descargar mi factura n 12588,INVOICE,get_invoice
podría indicarme el horario de atención al cliente,CONTACT,contact_customer_service
he cometido un error ayúdenme a modificar la compra numero_pedido,ORDER,change_order
problema al cancelar el pedido numero_pedido,ORDER,cancel_order
tengo que usar la cuenta tipo_cuenta me ayudarás,ACCOUNT,switch_account
tengo que comprobar las modalidades de pago aceptadas,PAYMENT,check_payment_methods
tengo problemas para cambiar la dirección de envío,SHIPPING,change_shipping_address
intento notificar un error con los registros,ACCOUNT,registration_problems
puedes ayudarme a notificar un error con el pago,PAYMENT,payment_issue
puedo enviar comentarios sobre un servicio,FEEDBACK,review
no sé qué hacer para eliminar mi cuenta gold,ACCOUNT,delete_account
necesito ayuda para hablar con el maldito servicio de atención al cliente,CONTACT,contact_customer_service
no puedo pagar este producto cancele el pedido numero_pedido,ORDER,cancel_order
cómo puedo ver las modalidades de pago disponibles,PAYMENT,check_payment_methods
no sé cómo cambiar a la cuenta estándar,ACCOUNT,switch_account
dónde puedo darme de baja de su boletín informativo corporativo,SUBSCRIPTION,newsletter_subscription
verifica en qué situaciones puedo solicitar reembolsos,REFUND,check_refund_policy
quiero cobrar mi factura de nombre_persona cómo puedo hacerlo,INVOICE,get_invoice
quiero información sobre la recuperación de mi clave de acceso,ACCOUNT,recover_password
dónde presentar una queja de cliente,FEEDBACK,complaint
llamo para obtener mi factura de nombre_persona,INVOICE,get_invoice
cómo puedo encontrar información sobre la eliminación de mi cuenta estándar,ACCOUNT,delete_account
mostrándome el estado de la compra numero_pedido,ORDER,track_order
utilizando la cuenta tipo_cuenta,ACCOUNT,switch_account
no sé cómo puedo consultar su política de reembolso,REFUND,check_refund_policy
cómo usar la cuenta estándar,ACCOUNT,switch_account
tengo que ver los métodos de pago disponibles,PAYMENT,check_payment_methods
cómo puedo comprar numero_pedido,ORDER,track_order
crear cuenta tipo_cuenta para esposa,ACCOUNT,create_account
no sé cómo puedo comunicarme con el servicio al cliente,CONTACT,contact_customer_service
no puedo pagar asistencia notificando un problema con el pago,PAYMENT,payment_issue
no puedo hablar en persona,CONTACT,contact_human_agent
es posible exigir el reembolso de mi dinero,REFUND,get_refund
necesito ayuda para escribir una reseña sobre sus productos,FEEDBACK,review
dónde puedo abrir una cuenta estándar para mi padre,ACCOUNT,create_account
no sé qué debo hacer para consultar la tarifa de cancelación,CANCEL,check_cancellation_fee
recibiendo la factura del mes pasado,INVOICE,get_invoice
podrías ayudarme a enviar mis comentarios sobre tus productos,FEEDBACK,review
necesito ayuda para informar sobre problemas de registro,ACCOUNT,registration_problems
espero un reembolso de simbolo_moneda monto_reembolso ya se procesó,REFUND,track_refund
necesito ayuda para presentar una reclamación,FEEDBACK,complaint
ayuda para obtener mis facturas de nombre_persona,INVOICE,get_invoice
necesito ayuda para entender su política de reembolso,REFUND,check_refund_policy
puedo consultar en qué situaciones puedo solicitar un reembolso,REFUND,check_refund_policy
ya no utilizo la cuenta tipo_cuenta cómo puedo eliminarla,ACCOUNT,delete_account
necesito ayuda para ver los métodos de pago,PAYMENT,check_payment_methods
encuentra ionvoice 85632,INVOICE,check_invoice
puedo hacer un pedido desde ciudad_entrega,DELIVERY,delivery_options
no puedo pagar tengo que notificar problemas con el pago en línea,PAYMENT,payment_issue
editar información en la cuenta platino,ACCOUNT,edit_account
necesito ayuda para editar la dirección,SHIPPING,change_shipping_address
cómo puedo consultar el estado actual del pedido numero_pedido,ORDER,track_order
puedes ayudarme a hablar con alguien,CONTACT,contact_human_agent
me gustaría comprobar el horario de atención al cliente,CONTACT,contact_customer_service
cómo puedo darme de baja del boletín informativo de la empresa,SUBSCRIPTION,newsletter_subscription
estoy intentando comprobar las modalidades de pago aceptadas,PAYMENT,check_payment_methods
quiero ayuda para comprar un artículo,ORDER,place_order
cuenta estándar de pudate,ACCOUNT,edit_account
realizan envíos a ciudad_entrega,DELIVERY,delivery_options
quiero ayuda para usar el perfil tipo_cuenta,ACCOUNT,switch_account
necesito ayuda para suscribirme a su boletín informativo,SUBSCRIPTION,newsletter_subscription
puedes ayudarme a comprobar la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order
necesito ver la fecha estimada de entrega de la compra00123842,ORDER,track_order
necesito ayuda para encontrar mi maldita factura de nombre_persona,INVOICE,check_invoice
no sé cómo dejar mi opinión sobre un producto,FEEDBACK,review
problema con la eliminación de cuentas de tipo_cuenta,ACCOUNT,delete_account
ayuda para saber cuándo puedo esperar mi paquete,DELIVERY,delivery_period
cómo puedo restablecer el pin de mi usuario,ACCOUNT,recover_password
quiero ayuda para saber en qué casos puedo solicitar un reembolso,REFUND,check_refund_policy
ayúdame a darme de baja de tu boletín informativo,SUBSCRIPTION,newsletter_subscription
muéstrame cuánto tarda en llegar mi paquete,DELIVERY,delivery_period
ayuda para cancelar la suscripción al boletín informativo,SUBSCRIPTION,newsletter_subscription
eliminar cuenta freemium,ACCOUNT,delete_account
no sé cómo reportar problemas con los registros,ACCOUNT,registration_problems
informar de un error de registro,ACCOUNT,registration_problems
quiero comprar algunos de sus artículos cómo puedo hacerlo,ORDER,place_order
no sé cómo puedo recuperar la clave de mi cuenta,ACCOUNT,recover_password
puedes ayudarme a hablar con alguien,CONTACT,contact_human_agent
agregar artículo al pedido numero_pedido,ORDER,change_order
qué debo hacer para informar de un error de registro,ACCOUNT,registration_problems
ayúdenme a abrir una cuenta de oro para mi hija,ACCOUNT,create_account
quiero modificar la información personal me podrías ayudar,ACCOUNT,edit_account
estoy intentando cancelar la compra numero_pedido,ORDER,cancel_order
quiero ayuda para hablar con alguien,CONTACT,contact_human_agent
quiero ayuda para ver la fecha estimada de entrega del pedido numero_pedido,ORDER,track_order
quiero ayuda para cambiar a la cuenta gold,ACCOUNT,switch_account
dónde puedo echar un vistazo rápido a la factura n 85632,INVOICE,check_invoice
asistencia para usar la cuenta platino,ACCOUNT,switch_account
necesito ayuda para modificar la dirección de envío,SHIPPING,change_shipping_address
he pagado simbolo_moneda monto_reembolso por este artículo y necesito ayuda para obtener un reembolso,REFUND,get_refund
cómo puedo cancelar mi suscripción al boletín informativo de mi empresa,SUBSCRIPTION,newsletter_subscription
tengo que descargar mi factura 12588 cómo lo hago,INVOICE,get_invoice
espero un reembolso de simbolo_moneda monto_reembolso,REFUND,track_refund
ayuda para restablecer el código pin de mi usuario,ACCOUNT,recover_password
pagué simbolo_moneda monto_reembolso por un producto ayúdenme a obtener un maldito reembolso,REFUND,get_refund
tengo problemas al intentar editar la dirección de entrega,SHIPPING,change_shipping_address
quiero que me notifiquen sobre los malditos errores con el pago en línea,PAYMENT,payment_issue
quiero ayuda para notificar un error con el pago en línea,PAYMENT,payment_issue
habla con el servicio de atención al cliente,CONTACT,contact_customer_service
estoy intentando presentar una queja de consumidor contra su empresa,FEEDBACK,complaint
