instruction,category,intent,source
Necesito check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
No sé cómo check refund policy el pago,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy la transacción?,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy el pago,Reembolsos,check_refund_policy,synthetic
No sé cómo check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
No sé cómo check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy mi tarjeta?,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy el pago,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
¿Cómo puedo check refund policy mi tarjeta?,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy el pago,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
No sé cómo check refund policy el pago,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy el pago?,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy el pago,Reembolsos,check_refund_policy,synthetic
¿Cómo puedo check refund policy el pago?,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy el pago,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy el pago?,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy mi tarjeta?,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy el pago,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
¿Cómo puedo check refund policy mi tarjeta?,Reembolsos,check_refund_policy,synthetic
¿Cómo puedo check refund policy la transacción?,Reembolsos,check_refund_policy,synthetic
No sé cómo check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
¿Cómo puedo check refund policy el pago?,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy el pago,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
No sé cómo check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy el pago,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
No sé cómo check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
¿Cómo puedo check refund policy la transacción?,Reembolsos,check_refund_policy,synthetic
¿Cómo puedo check refund policy la transacción?,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy el pago,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy el pago,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy la transacción?,Reembolsos,check_refund_policy,synthetic
¿Cómo puedo check refund policy mi tarjeta?,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy el pago,Reembolsos,check_refund_policy,synthetic
No sé cómo check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy el pago,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy el pago,Reembolsos,check_refund_policy,synthetic
No sé cómo check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
¿Cómo puedo check refund policy mi tarjeta?,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy el pago?,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
No sé cómo check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy la transacción?,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy la transacción?,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy la transacción,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy el pago,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy la transacción?,Reembolsos,check_refund_policy,synthetic
Necesito check refund policy el pago,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy el pago?,Reembolsos,check_refund_policy,synthetic
Ayuda para check refund policy el pago,Reembolsos,check_refund_policy,synthetic
¿Me pueden ayudar a check refund policy la transacción?,Reembolsos,check_refund_policy,synthetic
Quisiera check refund policy mi tarjeta,Reembolsos,check_refund_policy,synthetic
¿Cómo puedo check refund policy la transacción?,Reembolsos,check_refund_policy,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
Presento un reclamo por mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
Quiero poner una queja por el mal servicio,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
No estoy conforme con la atención,Servicio al cliente,complaint,synthetic
Me atendieron mal y quiero reclamar,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
El trato que recibí fue deficiente,Servicio al cliente,complaint,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
La experiencia de atención fue insatisfactoria,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Hubo un mal trato en el servicio recibido,Servicio al cliente,service_quality_issue,synthetic
El servicio fue muy malo,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
Quiero reportar un trato deficiente,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Recibí mala atención,Servicio al cliente,service_quality_issue,synthetic
La atención fue muy mala,Servicio al cliente,service_quality_issue,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Quiero contactar servicio al cliente,Atención general,contact_customer_service,synthetic
Quiero abrir contacto con servicio al cliente,Atención general,contact_customer_service,synthetic
Necesito que me atienda soporte,Atención general,contact_customer_service,synthetic
Necesito comunicarme con atención al cliente,Atención general,contact_customer_service,synthetic
