instruction,category,intent,instruction_es
"I don't have a pro account, can you help me to open one?",ACCOUNT,create_account,"No tengo una cuenta Pro, ¿me puedes ayudar a abrir una?"
could you show me inwhat cases can I ask for refunds?,REFUND,check_refund_policy,¿Podría indicarme en qué casos puedo solicitar un reembolso?
I want help seeing in what situations can I request a refund,REFUND,check_refund_policy,Quiero ayuda para saber en qué situaciones puedo solicitar un reembolso.
assistance resetting the key of my user account,ACCOUNT,recover_password,Ayuda para restablecer la clave de mi cuenta de usuario.
where do I report an error with online payment?,PAYMENT,payment_issue,¿Dónde puedo reportar un error con el pago en línea?
i have to retrieve my user account key,ACCOUNT,recover_password,Tengo que recuperar la clave de mi cuenta de usuario.
"someone stole my user PIN code, I want help to retrieve it",ACCOUNT,recover_password,"Alguien robó mi código PIN de usuario, necesito ayuda para recuperarlo."
I do not know how to chat with an assistant,CONTACT,contact_human_agent,No sé cómo chatear con un asistente.
i do not know how to speak with an assistant,CONTACT,contact_human_agent,No sé cómo hablar con un asistente.
can I delete several products from order {{Order Number}}?,ORDER,change_order,¿Puedo eliminar varios productos del pedido {{Número de pedido}}?
I have problems with deleting an item from order {{Order Number}},ORDER,change_order,Tengo problemas para eliminar un artículo del pedido {{Número de pedido}}.
is it possible to locate my bill from {{Person Name}},INVOICE,check_invoice,¿Es posible localizar mi factura de {{Nombre de la persona}}?
I need assistance cancelling my standard account,ACCOUNT,delete_account,Necesito ayuda para cancelar mi cuenta estándar.
how can I write a comment about a service?,FEEDBACK,review,¿Cómo puedo escribir un comentario sobre un servicio?
need help checking the ETA of the purchase {{Order Number}},ORDER,track_order,Necesito ayuda para comprobar la fecha estimada de entrega (ETA) de la compra {{Número de pedido}}
is it possible to giev a quick look at the bill #37777?,INVOICE,check_invoice,¿Es posible echar un vistazo rápido a la factura n.º 37777?
can ya help me seeing how soon can i expect my parcel,DELIVERY,delivery_period,¿Podrías ayudarme a saber cuándo puedo esperar mi paquete?
i dont know what i have to do to change to the pro account,ACCOUNT,switch_account,No sé qué tengo que hacer para cambiar a la cuenta Pro.
"I have got to enter a new shipping address, help me",SHIPPING,set_up_shipping_address,"Tengo que introducir una nueva dirección de envío, ayúdenme."
help to check how long it takes for the product to arrive,DELIVERY,delivery_period,ayuda a comprobar cuánto tarda en llegar el producto.
editing data on platinum account,ACCOUNT,edit_account,Editando datos en la cuenta platino
where can I submit my feedback for a product?,FEEDBACK,review,¿Dónde puedo enviar mis comentarios sobre un producto?
I cannot check the status of my newsletter subscription,SUBSCRIPTION,newsletter_subscription,No puedo consultar el estado de mi suscripción al boletín informativo.
I do not know what I have to do to delete a {{Account Category}} account,ACCOUNT,delete_account,No sé qué tengo que hacer para eliminar una cuenta de {{Account Category}}.
I'm trying to enter the secodnary shipping address,SHIPPING,set_up_shipping_address,Estoy intentando introducir la segunda dirección de envío.
can you help me to delete the platinum account?,ACCOUNT,delete_account,¿Puedes ayudarme a eliminar la cuenta platino?
"I paid {{Currency Symbol}}{{Refund Amount}} for an item, help me to get a bloody rebate",REFUND,get_refund,"Pagué {{Currency Symbol}}{{Refund Amount}} por un artículo, ayúdenme a obtener un maldito reembolso."
I need assistance notifying of a problem with online payment,PAYMENT,payment_issue,Necesito ayuda para notificar un problema con el pago en línea.
i exepct a compensation of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,Espero una compensación de {{Moneda Símbolo}}{{Importe del reembolso}}
help me get the goddamn bill from {{Person Name}},INVOICE,get_invoice,Ayúdame a conseguir la maldita factura de {{Nombre de la persona}}
I want to know more about receiging your company newsletter,SUBSCRIPTION,newsletter_subscription,Quiero saber más sobre cómo recibir el boletín informativo de su empresa.
need asistance filing a consumer claim against your business,FEEDBACK,complaint,¿Necesita ayuda para presentar una reclamación de consumidor contra su empresa?
can uhelp me use the {{Account Category}} account,ACCOUNT,switch_account,¿Puedes ayudarme a usar la cuenta {{Account Category}}?
I am calling to check what bloody shipping methods I have,DELIVERY,delivery_options,Estoy llamando para comprobar qué malditos métodos de envío tengo
I expect a restitution of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,Espero una restitución de {{Moneda Símbolo}}{{Importe del Reembolso}}
help me see ur allowed payment optyions,PAYMENT,check_payment_methods,Ayúdame a ver tus opciones de pago permitidas.
i do notuse the bloody {{Account Type}} account i try to delete it,ACCOUNT,delete_account,"No uso la maldita cuenta {{Account Type}}, intento eliminarla."
help me see the status of purchase {{Order Number}},ORDER,track_order,Ayúdame a ver el estado de la compra {{Número de pedido}}
I don't know what to do to sign up to your newsletter,SUBSCRIPTION,newsletter_subscription,No sé qué hacer para suscribirme a su boletín informativo.
how to change to the {{Account Category}} account?,ACCOUNT,switch_account,¿Cómo cambiar a la cuenta {{Categoría de cuenta}}?
want help checking how soon can I expect myy product,DELIVERY,delivery_period,Quiero ayuda para saber cuándo puedo esperar mi producto.
how do I retrieve the access key of my user account?,ACCOUNT,recover_password,¿Cómo puedo recuperar la clave de acceso de mi cuenta de usuario?
help me canceling purchase {{Order Number}},ORDER,cancel_order,Ayúdenme a cancelar la compra {{Número de pedido}}
can i place an order from {{Delivery City}},DELIVERY,delivery_options,¿Puedo realizar un pedido desde {{Delivery City}}?
using pro accouny,ACCOUNT,switch_account,usar una cuenta profesional
i dont know what i nede to do to get the bill #00108,INVOICE,get_invoice,No sé qué tengo que hacer para obtener la factura #00108.
my shipping address has changed how can i modify it,SHIPPING,change_shipping_address,"Mi dirección de envío ha cambiado, ¿cómo puedo modificarla?"
I need assistance to see how soon can I expect my damn order,DELIVERY,delivery_period,Necesito ayuda para saber cuándo puedo esperar mi maldito pedido.
help to see when will my package arrive,DELIVERY,delivery_period,Ayuda para saber cuándo llegará mi paquete.
making consumer complaint against ur business,FEEDBACK,complaint,Presentar una queja de consumidor contra su empresa
i try to notify of troubles with online payment,PAYMENT,payment_issue,Intento notificar los problemas con los pagos en línea.
can you help me to enter my shipping address ?,SHIPPING,set_up_shipping_address,¿Me puedes ayudar a introducir mi dirección de envío?
want help seeing in which situations can I ask for a refund,REFUND,check_refund_policy,Quiero ayuda para saber en qué situaciones puedo solicitar un reembolso.
"I have to see your available payment options, I need help",PAYMENT,check_payment_methods,"Tengo que ver las opciones de pago disponibles, necesito ayuda."
help seeing how soon can I expect my product,DELIVERY,delivery_period,Ayuda para saber cuándo puedo esperar mi producto.
update info on {{Account Category}} account,ACCOUNT,edit_account,Actualizar información en la cuenta {{Account Category}}
I do not know howq to report an error with online payments,PAYMENT,payment_issue,No sé cómo reportar un error con los pagos en línea.
I want help to check purchase {{Order Number}} status,ORDER,track_order,Quiero ayuda para verificar el estado de la compra {{Número de pedido}}
help me to give a quick look at my invoice from {{Person Name}},INVOICE,check_invoice,Ayúdame a echar un vistazo rápido a mi factura de {{Nombre de la persona}}
I do not know what to do to ask for refunds,REFUND,get_refund,No sé qué hacer para solicitar un reembolso.
I have to file a customer reclamation against your business,FEEDBACK,complaint,Tengo que presentar una reclamación de cliente contra su empresa.
I need information about the deletion of my {{Account Type}} account,ACCOUNT,delete_account,Necesito información sobre la eliminación de mi cuenta {{Account Type}}.
I can no longer afford order {{Order Number}},ORDER,cancel_order,Ya no puedo permitirme el pedido {{Número de pedido}}.
I need help acquiring several of your article,ORDER,place_order,Necesito ayuda para adquirir varios de sus artículos.
can I see in which cases can I ask for a reimbursement?,REFUND,check_refund_policy,¿Puedo saber en qué casos puedo solicitar un reembolso?
i call to write an opinion about an product,FEEDBACK,review,Llamo para escribir una opinión sobre un producto.
how can i edit tne address,SHIPPING,change_shipping_address,¿Cómo puedo editar la dirección?
I have to download my bill from {{Person Name}},INVOICE,get_invoice,Tengo que descargar mi factura de {{Nombre de la persona}}
I'm waiting for a reimbjrsement of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,Estoy esperando un reembolso de {{Currency Symbol}}{{Refund Amount}}
do you have a section to send feedback about a service?,FEEDBACK,review,¿Tienen alguna sección para enviar comentarios sobre un servicio?
I need help to switcdh to the freemium account,ACCOUNT,switch_account,Necesito ayuda para cambiar a la cuenta freemium.
creating {{Account Type}} account,ACCOUNT,create_account,Creando cuenta {{Account Type}}
I'm dissatisfied with ur work help me making a complaint,FEEDBACK,complaint,"No estoy satisfecho con su trabajo, ayúdeme a presentar una queja."
I am trying to find information about my lost access key,ACCOUNT,recover_password,Estoy intentando encontrar información sobre mi clave de acceso perdida.
how to see how soon can I expect my goddamn product?,DELIVERY,delivery_period,¿Cómo puedo saber cuándo puedo esperar mi maldito producto?
i cant sign up want assistance to report sign-up problems,ACCOUNT,registration_problems,No puedo registrarme. Necesito ayuda para reportar problemas de registro.
can uhelp me to correct my delivery address,SHIPPING,change_shipping_address,¿Puedes ayudarme a corregir mi dirección de entrega?
do you have a section to leave an review for a service?,FEEDBACK,review,¿Tienen alguna sección para dejar reseñas sobre un servicio?
"I need to earn an article, help me",ORDER,place_order,"Necesito ganarme un artículo, ayúdame"
can uhelp me seeing the options for shipment,DELIVERY,delivery_options,¿Puedes ayudarme a ver las opciones de envío?
"I am unhappy with your service, help me to make a claim",FEEDBACK,complaint,"No estoy satisfecho con su servicio, ayúdenme a presentar una reclamación."
would it be possible to edit the information on my account?,ACCOUNT,edit_account,¿Sería posible editar la información de mi cuenta?
"I want to check order {{Order Number}} current status, help me",ORDER,track_order,"Quiero consultar el estado actual del pedido {{Número de pedido}}, ayúdenme."
I do not know what to do to get a compensation,REFUND,get_refund,No sé qué hacer para obtener una compensación.
need to checkin which situations can i ask to be refunded,REFUND,check_refund_policy,Necesito comprobar en qué situaciones puedo solicitar un reembolso.
have a problem with the cancellation of my gold account,ACCOUNT,delete_account,Tengo un problema con la cancelación de mi cuenta Gold.
help filing a cosnumer reclamation against ur company,FEEDBACK,complaint,Ayuda para presentar una reclamación de consumidor contra su empresa.
I don't know how I can speak to an agent,CONTACT,contact_human_agent,No sé cómo puedo hablar con un agente.
are the service charges refundable?,REFUND,check_refund_policy,¿Son reembolsables los cargos por servicio?
what are the payment payment modalities allowed?,PAYMENT,check_payment_methods,¿Cuáles son las modalidades de pago permitidas?
what do I have to do to change to the {{Account Category}} account?,ACCOUNT,switch_account,¿Qué debo hacer para cambiar a la cuenta {{Categoría de cuenta}}?
how to list your allowed payment methods?,PAYMENT,check_payment_methods,¿Cómo puedo enumerar los métodos de pago que permito?
tell me more about opening gold accounts,ACCOUNT,create_account,Cuéntame más sobre cómo abrir cuentas de oro.
"I have to sign up to the newsletter, I need help",SUBSCRIPTION,newsletter_subscription,"Tengo que suscribirme al boletín informativo, necesito ayuda."
i want assistance to inform of issues with onlinbe payments,PAYMENT,payment_issue,Quiero ayuda para informar sobre problemas con los pagos en línea.
"I no longer make use of my {{Account Category}} account, help me close it",ACCOUNT,delete_account,"Ya no utilizo mi cuenta de {{Account Category}}, ayúdenme a cerrarla."
how could I check how long it takes for my parcel to arrive?,DELIVERY,delivery_period,¿Cómo puedo comprobar cuánto tarda en llegar mi paquete?
help solving troubles with online payment,PAYMENT,payment_issue,Ayuda para solucionar problemas con los pagos en línea.
"I lost my account PIN code, assistance to reset it",ACCOUNT,recover_password,"Perdí el código PIN de mi cuenta, necesito ayuda para restablecerlo."
where could I get information about the delivery methods?,DELIVERY,delivery_options,¿Dónde puedo obtener información sobre los métodos de envío?
I try to check order {{Order Number}} current status,ORDER,track_order,Intento verificar el estado actual del pedido {{Número de pedido}}
do you have a free phone number to contact customer service?,CONTACT,contact_customer_service,¿Tienen un número de teléfono gratuito para contactar con el servicio de atención al cliente?
i do not know how to check the early termination fee,CANCEL,check_cancellation_fee,No sé cómo consultar la tarifa por cancelación anticipada.
I want to inform of a registration issue,ACCOUNT,registration_problems,Quiero informar sobre un problema de registro.
I have got to see what payment options you accept,PAYMENT,check_payment_methods,Tengo que ver qué opciones de pago aceptas.
create gold account for wife,ACCOUNT,create_account,crear una cuenta Gold para la esposa
i do not know how i can check the eta of order {{Order Number}},ORDER,track_order,No sé cómo puedo consultar la fecha estimada de entrega del pedido {{Número de pedido}}.
I do not know what I have to do to get refunds of my money,REFUND,get_refund,No sé qué tengo que hacer para que me devuelvan el dinero.
leave comment about a service,FEEDBACK,review,Deja un comentario sobre un servicio.
I'm very unhappy with ur service how to file a reclamation,FEEDBACK,complaint,Estoy muy descontento con su servicio. ¿Cómo puedo presentar una reclamación?
can I talk to customer service?,CONTACT,contact_customer_service,¿Puedo hablar con el servicio de atención al cliente?
can you help me to solve an issue with payment?,PAYMENT,payment_issue,¿Podrías ayudarme a resolver un problema con el pago?
I'm looking for information about lost passwords,ACCOUNT,recover_password,Estoy buscando información sobre contraseñas olvidadas.
assistance to check the reimbursement status,REFUND,track_refund,asistencia para verificar el estado del reembolso
using platinum account,ACCOUNT,switch_account,utilizando una cuenta platino
reset the key of my profile,ACCOUNT,recover_password,restablecer la clave de mi perfil
what do I have to do to leave a review about a servie?,FEEDBACK,review,¿Qué debo hacer para dejar una reseña sobre un servicio?
i aint registered can i create a {{Account Category}} account,ACCOUNT,create_account,"No estoy registrado, ¿puedo crear una cuenta de {{Categoría de cuenta}}?"
I want help to check in what cases can I request a refund,REFUND,check_refund_policy,Quiero ayuda para comprobar en qué casos puedo solicitar un reembolso.
I do not know what I have to do to find invoice #00108,INVOICE,check_invoice,No sé qué tengo que hacer para encontrar la factura n.° 00108.
assistance informing of errors with payment,PAYMENT,payment_issue,Asistencia para informar sobre errores en el pago
I am trying to check how long reimbursements usually tke,REFUND,check_refund_policy,Estoy intentando comprobar cuánto tiempo suelen tardar los reembolsos.
I want assistance canceling purchase {{Order Number}},ORDER,cancel_order,Quiero ayuda para cancelar la compra {{Número de pedido}}.
what do i have to do to see the cancellation penalty,CANCEL,check_cancellation_fee,¿Qué debo hacer para ver la penalización por cancelación?
how could I cancel purchase {{Order Number}}?,ORDER,cancel_order,¿Cómo puedo cancelar la compra {{Número de pedido}}?
I do not know how to submit some feedback for a servicd,FEEDBACK,review,No sé cómo enviar comentarios sobre un servicio.
want assistance informing of sign-up issuues,ACCOUNT,registration_problems,necesito ayuda para informar sobre problemas de registro
I need help to see the current status of the refund,REFUND,track_refund,Necesito ayuda para ver el estado actual del reembolso.
can you help me to submit feedback about a product?,FEEDBACK,review,¿Podrías ayudarme a enviar comentarios sobre un producto?
changing to standard account,ACCOUNT,switch_account,cambio a cuenta estándar
"I need to talk with customer support, could I get some help?",CONTACT,contact_customer_service,"Necesito hablar con el servicio de atención al cliente, ¿podrían ayudarme?"
I want help setting a new shipping address up,SHIPPING,set_up_shipping_address,Quiero ayuda para configurar una nueva dirección de envío.
I want assistance canceling purchyase {{Order Number}},ORDER,cancel_order,Quiero ayuda para cancelar la compra {{Número de pedido}}
i want help checking ur available payment modalities,PAYMENT,check_payment_methods,Quiero ayuda para comprobar las modalidades de pago disponibles.
"I have got to see how long refunds usually take, I need help",REFUND,check_refund_policy,"Tengo que averiguar cuánto suelen tardar los reembolsos, necesito ayuda."
problem with {{Account Type}} account deletions,ACCOUNT,delete_account,Problema con la eliminación de cuentas de {{Account Type}}
where to recover the key of my user,ACCOUNT,recover_password,dónde recuperar la clave de mi usuario
"I need t see the accepted payment options, will you help me?",PAYMENT,check_payment_methods,"Necesito ver las opciones de pago aceptadas, ¿me ayudas?"
i do not know how i can cancel my {{Account Category}} account,ACCOUNT,delete_account,No sé cómo puedo cancelar mi cuenta de {{Categoría de cuenta}}.
"I have to check your payment options, can you help me?",PAYMENT,check_payment_methods,"Tengo que consultar vuestras opciones de pago, ¿podéis ayudarme?"
what do I have to do to set another shipping address up?,SHIPPING,set_up_shipping_address,¿Qué debo hacer para configurar otra dirección de envío?
do ya ship to {{Delivery Country}},DELIVERY,delivery_options,¿Realizan envíos a {{País de entrega}}?
I have to contact na agent,CONTACT,contact_human_agent,Tengo que contactar con un agente
can  uhelp me canceling order {{Order Number}},ORDER,cancel_order,¿Puedes ayudarme a cancelar el pedido {{Número de pedido}}?
I am trying to cancel purchase {{Order Number}},ORDER,cancel_order,Estoy intentando cancelar la compra {{Número de pedido}}
"I expect a refund of {{Currency Symbol}}{{Refund Amount}}, has it been processed already?",REFUND,track_refund,"Espero un reembolso de {{Currency Symbol}}{{Refund Amount}}, ¿ya se ha procesado?"
help to get bill #85632,INVOICE,get_invoice,Ayuda para obtener la factura n.° 85632
I can't see if there is anything new on the refund,REFUND,track_refund,No puedo ver si hay alguna novedad sobre el reembolso.
I cannot cancel the subscription to the corporate newsletter,SUBSCRIPTION,newsletter_subscription,No puedo cancelar la suscripción al boletín informativo de la empresa.
reimbursing {{Currency Symbol}}{{Refund Amount}},REFUND,get_refund,reembolsando {{Símbolo de moneda}}{{Importe del reembolso}}
I do not know how I can check your reimbursement policu,REFUND,check_refund_policy,No sé cómo puedo consultar su política de reembolso.
can you help me talking with customer assistance?,CONTACT,contact_customer_service,¿Puedes ayudarme a hablar con el servicio de atención al cliente?
"I need to see the options for delivery, can you help me?",DELIVERY,delivery_options,"Necesito ver las opciones de envío, ¿me puedes ayudar?"
help checking what hours I can contact customer assistance,CONTACT,contact_customer_service,Ayuda para saber en qué horario puedo contactar con atención al cliente.
i do not know what i need to do to list ur payment methods,PAYMENT,check_payment_methods,No sé qué debo hacer para listar tus métodos de pago.
retrieve the key of my user,ACCOUNT,recover_password,recuperar la clave de mi usuario
where do I lodge a custmoer reclamation?,FEEDBACK,complaint,¿Dónde puedo presentar una reclamación de cliente?
where can I give a quick look at invoice #37777?,INVOICE,check_invoice,¿Dónde puedo consultar rápidamente la factura n.º 37777?
I don't know how to take a quick look at invoice #12588,INVOICE,check_invoice,No sé cómo echar un vistazo rápido a la factura n.° 12588.
is it possible toorder from {{Delivery City}},DELIVERY,delivery_options,¿Es posible realizar un pedido desde {{Delivery City}}?
help me see in what situations can i request my money back,REFUND,check_refund_policy,Ayúdenme a ver en qué situaciones puedo solicitar la devolución de mi dinero.
delete {{Account Type}} acvount,ACCOUNT,delete_account,eliminar {{Tipo de cuenta}} cuenta
I have got to change an article of purchase {{Order Number}},ORDER,change_order,Tengo que cambiar un artículo de compra {{Número de pedido}}
can you help me receiving a compensation?,REFUND,get_refund,¿Puedes ayudarme a recibir una indemnización?
I need assistance to reset my user profile key,ACCOUNT,recover_password,Necesito ayuda para restablecer la clave de mi perfil de usuario.
cancel order {{Order Number}},ORDER,cancel_order,cancelar pedido {{Número de pedido}}
would it be possible to see how long reimbursements take?,REFUND,check_refund_policy,¿Sería posible saber cuánto tiempo tardan los reembolsos?
how to open a premium account?,ACCOUNT,create_account,¿Cómo abrir una cuenta premium?
I'm waiting for a refund of {{Currency Symbol}}{{Refund Amount}},REFUND,track_refund,Estoy esperando un reembolso de {{Currency Symbol}}{{Refund Amount}}
where to notify of problems with sign-up?,ACCOUNT,registration_problems,¿Dónde puedo notificar los problemas con el registro?
need help to check the available payment modaliites,PAYMENT,check_payment_methods,Necesito ayuda para consultar las modalidades de pago disponibles.
can I check how soon can I expect the parcel?,DELIVERY,delivery_period,¿Puedo consultar cuándo puedo esperar el paquete?
how to see the status of order {{Order Number}}?,ORDER,track_order,¿Cómo puedo ver el estado del pedido {{Número de pedido}}?
need to use the premium account,ACCOUNT,switch_account,es necesario utilizar la cuenta premium
i dont know what i need to do to see the withdrawal fee,CANCEL,check_cancellation_fee,No sé qué tengo que hacer para ver la comisión por retiro.
I have to open a premium account,ACCOUNT,create_account,Tengo que abrir una cuenta premium
help switching some products of order {{Order Number}},ORDER,change_order,Ayuda para cambiar algunos productos del pedido {{Número de pedido}}
question about changing purchase {{Order Number}},ORDER,change_order,Pregunta sobre el cambio de compra {{Número de pedido}}
what do I have to do to close the {{Account Type}} account?,ACCOUNT,delete_account,¿Qué debo hacer para cerrar la cuenta {{Account Type}}?
how do i change an item of order {{Order Number}},ORDER,change_order,¿Cómo puedo cambiar un artículo del pedido {{Número de pedido}}?
"I would like to downloasd bill #00108, can you help me?",INVOICE,get_invoice,"Me gustaría descargar la factura n.º 00108, ¿me puede ayudar?"
I want help to contact an assistant,CONTACT,contact_human_agent,Quiero ayuda para contactar con un asistente.
help me to lodge a reclamation against your company,FEEDBACK,complaint,Ayúdenme a presentar una reclamación contra su empresa.
help to ccreate a goddamn {{Account Type}} account,ACCOUNT,create_account,ayuda para crear una maldita cuenta {{Account Type}}
I do not know what I need to do to purchase something,ORDER,place_order,No sé qué tengo que hacer para comprar algo.
"I want to see in what cases can I request refunds, help me",REFUND,check_refund_policy,"Quiero saber en qué casos puedo solicitar reembolsos, ayúdenme."
want help seeing how soon can i xepect my item,DELIVERY,delivery_period,Quiero ayuda para saber cuándo puedo esperar mi artículo.
I have to see your allowed payment methods,PAYMENT,check_payment_methods,Tengo que ver los métodos de pago que aceptas.
there is an issue submitting the new delivery address,SHIPPING,set_up_shipping_address,Hay un problema al enviar la nueva dirección de entrega.
i do not know what i have to do to download invoice #12588,INVOICE,get_invoice,No sé qué tengo que hacer para descargar la factura n.° 12588.
I am trying to inform of a trouble with online payment,PAYMENT,payment_issue,Estoy intentando informar de un problema con el pago en línea.
check bill from {{Person Name}},INVOICE,check_invoice,Factura de {{Nombre de la persona}}
I need to submit the shipping address,SHIPPING,set_up_shipping_address,Necesito enviar la dirección de envío.
I have to lodge a reclamation,FEEDBACK,complaint,Tengo que presentar una reclamación
"I don't want the fucking user profile, howw to close it?",ACCOUNT,delete_account,"No quiero el maldito perfil de usuario, ¿cómo lo cierro?"
help me to download my goddamn invoices from {{Person Name}},INVOICE,get_invoice,Ayúdame a descargar mis malditas facturas de {{Nombre de la persona}}
is it possible to lodge a customer claim,FEEDBACK,complaint,¿Es posible presentar una reclamación de cliente?
change to pro account,ACCOUNT,switch_account,cambiar a cuenta Pro
where to lodge a consumer reclamation against ur company,FEEDBACK,complaint,dónde presentar una reclamación de consumidor contra su empresa
help checking what payment methods are accepted,PAYMENT,check_payment_methods,Ayuda para comprobar qué métodos de pago se aceptan.
i do not know how i can enter antoher delivery address,SHIPPING,set_up_shipping_address,No sé cómo puedo ingresar otra dirección de entrega.
where could I see how soon can I expect my shipment?,DELIVERY,delivery_period,¿Dónde puedo consultar cuándo puedo esperar mi envío?
I have to restore the PIN code of my user,ACCOUNT,recover_password,Tengo que restaurar el código PIN de mi usuario.
i dont know how to report an issue with a registration,ACCOUNT,registration_problems,No sé cómo reportar un problema con el registro.
I do not know how I can see the current status of the refund,REFUND,track_refund,No sé cómo puedo ver el estado actual del reembolso.
i dont know what i have to do to edit my shipping address,SHIPPING,change_shipping_address,No sé qué tengo que hacer para editar mi dirección de envío.
"I cannot register, inform of a signup issue",ACCOUNT,registration_problems,"No puedo registrarme, infórmenme de un problema de registro."
i dont khow how to cancel order {{Order Number}},ORDER,cancel_order,No sé cómo cancelar el pedido {{Número de pedido}}
help to contact an agent,CONTACT,contact_human_agent,Ayuda para contactar con un agente
show me how long it takes for the product to arrive,DELIVERY,delivery_period,Muéstrame cuánto tarda en llegar el producto.
I am looking for information about dselivery period,DELIVERY,delivery_period,Estoy buscando información sobre el período de entrega
can you show me when will myparcel arrive?,DELIVERY,delivery_period,¿Podrías indicarme cuándo llegará mi paquete?
wanna see what hours cdustomer support available is,CONTACT,contact_customer_service,Quiero ver qué horario tiene disponible el soporte al cliente de CD.
I try to see what hours I can call customer support,CONTACT,contact_customer_service,Intento averiguar en qué horario puedo llamar al servicio de atención al cliente.
"I have to get my bill from {{Person Name}}, will you help me?",INVOICE,get_invoice,"Tengo que obtener mi factura de {{Nombre de la persona}}, ¿me ayudarás?"
check ETA of order {{Order Number}},ORDER,track_order,Consultar la fecha estimada de entrega del pedido {{Número de pedido}}
wana use the {{Account Category}} profile how can i do it,ACCOUNT,switch_account,Quiero usar el perfil {{Categoría de cuenta}} ¿Cómo puedo hacerlo?
help me to file a consumer claim,FEEDBACK,complaint,Ayúdenme a presentar una reclamación como consumidor.
i do not know how i can see the early exit charges,CANCEL,check_cancellation_fee,No sé cómo puedo ver los cargos por salida anticipada.
tell me about unsubscribing to ur newsletter,SUBSCRIPTION,newsletter_subscription,Cuéntame cómo puedo darme de baja de tu boletín informativo.
how to inform of an error with a signup?,ACCOUNT,registration_problems,¿Cómo informar de un error en el registro?
wanna sign up too the company newsletter i need help,SUBSCRIPTION,newsletter_subscription,Quiero suscribirme al boletín informativo de la empresa. Necesito ayuda.
help me see in which situations cani ask to be refunded,REFUND,check_refund_policy,Ayúdame a ver en qué situaciones puedo pedir un reembolso.
would it be possible to shop several articles?,ORDER,place_order,¿Sería posible comprar varios artículos?
i need information about a pwd recovery,ACCOUNT,recover_password,Necesito información sobre la recuperación de una persona con discapacidad.
"my shipping address changed, can you update it?",SHIPPING,change_shipping_address,"Mi dirección de envío ha cambiado, ¿podría actualizarla?"
I want assistance to see what shipment options are available,DELIVERY,delivery_options,Quiero ayuda para ver qué opciones de envío hay disponibles.
"I have to see my compensation status, help me",REFUND,track_refund,"Tengo que ver el estado de mi compensación, ayúdenme"
rebating  {{Refund Amount}} dollars,REFUND,get_refund,reembolso de {{Importe del reembolso}} dólares
I want assistance contacting an assistant,CONTACT,contact_human_agent,Quiero ayuda para contactar con un asistente.
show me the allowed paymeny modalities,PAYMENT,check_payment_methods,Muéstrame las modalidades de pago permitidas
I don't know what I need to  do to check your refund policy,REFUND,check_refund_policy,No sé qué debo hacer para consultar su política de reembolsos.
"I do not understand you, I need help to speak with a person",CONTACT,contact_human_agent,"No te entiendo, necesito ayuda para hablar con una persona."
wanna leave goddamn feedback about ur services,FEEDBACK,review,Quiero dejar una maldita reseña sobre sus servicios.
checking status of order {{Order Number}},ORDER,track_order,Comprobando el estado del pedido {{Número de pedido}}
"I need to see how long refunds usually take, how to do it?",REFUND,check_refund_policy,"Necesito saber cuánto suelen tardar los reembolsos, ¿cómo se hace?"
want help receiving your newsletter,SUBSCRIPTION,newsletter_subscription,¿Necesitas ayuda para recibir tu boletín informativo?
check in what cases can i request to be refunded,REFUND,check_refund_policy,Verificar en qué casos puedo solicitar un reembolso
I need help to see at what time I can reach customer service,CONTACT,contact_customer_service,Necesito ayuda para saber a qué hora puedo contactar con atención al cliente.
I try to notify of a sign-up error,ACCOUNT,registration_problems,Intento notificar un error de registro.
see purchase {{Order Number}} current status,ORDER,track_order,ver estado actual de la compra {{Número de pedido}}
I have to file a customer claim against your organization,FEEDBACK,complaint,Tengo que presentar una reclamación de cliente contra su organización.
where do I see the status of the compensation ?,REFUND,track_refund,¿Dónde puedo consultar el estado de la indemnización?
update data on {{Account Category}} cacount,ACCOUNT,edit_account,Actualizar datos en {{Account Category}} cacount
talk to assistant,CONTACT,contact_human_agent,hablar con el asistente
help to talk with customer assistance,CONTACT,contact_customer_service,Ayuda para hablar con el servicio de atención al cliente.
i dont know what i have to do to inform of a sign-up error,ACCOUNT,registration_problems,No sé qué tengo que hacer para informar de un error de registro.
I can't speak with a persno,CONTACT,contact_human_agent,No puedo hablar con una persona
could I check if there is anything new on the compensation?,REFUND,track_refund,¿Podría consultar si hay alguna novedad sobre la indemnización?
I want to see how long it tyakes for my package to arrive,DELIVERY,delivery_period,Quiero ver cuánto tarda en llegar mi paquete.
I have got to check what delivery methods are there,DELIVERY,delivery_options,Tengo que comprobar qué métodos de entrega hay.
I need help modifying the delivery address,SHIPPING,change_shipping_address,Necesito ayuda para modificar la dirección de entrega.
how to change to the {{Account Category}} account,ACCOUNT,switch_account,Cómo cambiar a la cuenta {{Categoría de cuenta}}
can you show me when my item is going to arrive?,DELIVERY,delivery_period,¿Podría indicarme cuándo llegará mi artículo?
I want assistance cancelling purchase {{Order Number}},ORDER,cancel_order,Quiero ayuda para cancelar la compra {{Número de pedido}}.
I don't know what to do to see my invoice #00108,INVOICE,check_invoice,No sé qué hacer para ver mi factura n.° 00108.
I need help seeing your refund policy,REFUND,check_refund_policy,Necesito ayuda para entender su política de reembolsos.
